Latitude_back72hr_30m[][0] Latitude_back72hr_30m[][1] Latitude_back72hr_30m[][2] Latitude_back72hr_30m[][3] Latitude_back72hr_30m[][4] Latitude_back72hr_30m[][5] Latitude_back72hr_30m[][6] Latitude_back72hr_30m[][7] Latitude_back72hr_30m[][8] Latitude_back72hr_30m[][9] Latitude_back72hr_30m[][10] Latitude_back72hr_30m[][11] Latitude_back72hr_30m[][12] Latitude_back72hr_30m[][13] Latitude_back72hr_30m[][14] Latitude_back72hr_30m[][15] Latitude_back72hr_30m[][16] Latitude_back72hr_30m[][17] Latitude_back72hr_30m[][18] Latitude_back72hr_30m[][19] Latitude_back72hr_30m[][20] Latitude_back72hr_30m[][21] Latitude_back72hr_30m[][22] Latitude_back72hr_30m[][23] Latitude_back72hr_30m[][24] Latitude_back72hr_30m[][25] Latitude_back72hr_30m[][26] Latitude_back72hr_30m[][27] Latitude_back72hr_30m[][28] Latitude_back72hr_30m[][29] Latitude_back72hr_30m[][30] Latitude_back72hr_30m[][31] Latitude_back72hr_30m[][32] Latitude_back72hr_30m[][33] Latitude_back72hr_30m[][34] Latitude_back72hr_30m[][35] Latitude_back72hr_30m[][36] Latitude_back72hr_30m[][37] Latitude_back72hr_30m[][38] Latitude_back72hr_30m[][39] Latitude_back72hr_30m[][40] Latitude_back72hr_30m[][41] Latitude_back72hr_30m[][42] Latitude_back72hr_30m[][43] Latitude_back72hr_30m[][44] Latitude_back72hr_30m[][45] Latitude_back72hr_30m[][46] Latitude_back72hr_30m[][47] Latitude_back72hr_30m[][48] Latitude_back72hr_30m[][49] Latitude_back72hr_30m[][50] Latitude_back72hr_30m[][51] Latitude_back72hr_30m[][52] Latitude_back72hr_30m[][53] Latitude_back72hr_30m[][54] Latitude_back72hr_30m[][55] Latitude_back72hr_30m[][56] Latitude_back72hr_30m[][57] Latitude_back72hr_30m[][58] Latitude_back72hr_30m[][59] Latitude_back72hr_30m[][60] Latitude_back72hr_30m[][61] Latitude_back72hr_30m[][62] Latitude_back72hr_30m[][63] Latitude_back72hr_30m[][64] Latitude_back72hr_30m[][65] Latitude_back72hr_30m[][66] Latitude_back72hr_30m[][67] Latitude_back72hr_30m[][68] Latitude_back72hr_30m[][69] Latitude_back72hr_30m[][70] Latitude_back72hr_30m[][71] Latitude_back72hr_30m[][72]
40.8 40.765 40.721 40.679 40.644 40.623 40.617 40.638 40.685 40.754 40.845 40.952 41.074 41.21 41.358 41.52 41.691 41.862 42.031 42.196 42.359 42.521 42.679 42.832 42.979 43.118 43.251 43.379 43.505 43.632 43.759 43.889 44.025 44.165 44.31 44.457 44.607 44.762 44.921 45.09 45.271 45.461 45.657 45.859 46.064 46.262 46.442 46.606 46.755 46.89 47.014 47.132 47.251 47.372 47.495 47.62 47.747 47.871 47.986 48.092 48.19 48.283 48.37 48.459 48.553 48.651 48.75 48.85 48.948 49.041 49.128 49.209 49.281
40.8 40.773 40.736 40.692 40.65 40.616 40.595 40.59 40.612 40.661 40.731 40.823 40.932 41.056 41.193 41.342 41.505 41.676 41.848 42.017 42.183 42.346 42.508 42.667 42.82 42.966 43.106 43.239 43.367 43.493 43.62 43.747 43.878 44.013 44.154 44.298 44.445 44.595 44.749 44.907 45.075 45.256 45.445 45.642 45.844 46.049 46.247 46.428 46.592 46.741 46.877 47.002 47.121 47.241 47.362 47.485 47.611 47.739 47.863 47.978 48.084 48.182 48.273 48.36 48.449 48.542 48.639 48.738 48.838 48.935 49.028 49.115 49.194
40.8 40.781 40.751 40.714 40.67 40.627 40.593 40.573 40.568 40.592 40.641 40.713 40.806 40.916 41.041 41.178 41.327 41.49 41.662 41.834 42.003 42.17 42.333 42.495 42.653 42.806 42.953 43.093 43.226 43.354 43.482 43.609 43.737 43.867 44.003 44.145 44.289 44.436 44.586 44.739 44.898 45.066 45.246 45.436 45.633 45.835 46.04 46.239 46.42 46.585 46.735 46.871 46.997 47.117 47.238 47.36 47.484 47.61 47.739 47.863 47.978 48.085 48.183 48.274 48.361 48.45 48.543 48.641 48.74 48.839 48.937 49.03 49.117
40.8 40.788 40.766 40.735 40.697 40.652 40.609 40.575 40.554 40.55 40.575 40.625 40.698 40.792 40.902 41.026 41.163 41.311 41.473 41.645 41.817 41.987 42.153 42.317 42.478 42.637 42.79 42.937 43.077 43.211 43.34 43.468 43.595 43.724 43.856 43.993 44.134 44.279 44.427 44.577 44.731 44.89 45.058 45.239 45.429 45.626 45.828 46.035 46.234 46.416 46.582 46.732 46.87 46.997 47.118 47.24 47.363 47.488 47.615 47.744 47.869 47.985 48.091 48.19 48.282 48.37 48.459 48.553 48.651 48.751 48.851 48.95 49.043
40.8 40.796 40.781 40.757 40.726 40.686 40.639 40.595 40.56 40.539 40.535 40.56 40.61 40.683 40.776 40.886 41.01 41.146 41.292 41.453 41.624 41.796 41.966 42.132 42.295 42.456 42.615 42.768 42.915 43.056 43.189 43.319 43.448 43.576 43.706 43.839 43.976 44.119 44.265 44.413 44.564 44.718 44.878 45.046 45.228 45.418 45.616 45.819 46.027 46.226 46.41 46.577 46.728 46.867 46.996 47.119 47.242 47.366 47.493 47.621 47.75 47.876 47.993 48.1 48.199 48.292 48.381 48.471 48.566 48.665 48.766 48.867 48.967
40.8 40.81 40.809 40.799 40.779 40.748 40.707 40.659 40.612 40.575 40.552 40.545 40.567 40.615 40.684 40.775 40.881 41.002 41.134 41.276 41.43 41.598 41.769 41.938 42.104 42.266 42.426 42.583 42.736 42.883 43.024 43.158 43.288 43.418 43.547 43.678 43.812 43.951 44.096 44.243 44.394 44.546 44.702 44.863 45.033 45.216 45.408 45.608 45.813 46.022 46.224 46.408 46.577 46.731 46.872 47.003 47.128 47.253 47.38 47.507 47.637 47.768 47.895 48.013 48.121 48.223 48.318 48.409 48.502 48.601 48.703 48.806 48.91
40.8 40.821 40.831 40.83 40.819 40.797 40.765 40.723 40.672 40.623 40.585 40.56 40.552 40.571 40.617 40.684 40.772 40.876 40.994 41.123 41.262 41.412 41.577 41.747 41.916 42.081 42.243 42.401 42.558 42.711 42.857 42.998 43.132 43.263 43.393 43.524 43.656 43.791 43.931 44.076 44.225 44.377 44.531 44.688 44.85 45.021 45.205 45.399 45.6 45.806 46.017 46.22 46.406 46.577 46.732 46.875 47.007 47.134 47.261 47.389 47.518 47.648 47.78 47.909 48.028 48.138 48.241 48.338 48.431 48.526 48.627 48.731 48.837
40.8 40.832 40.854 40.864 40.864 40.852 40.83 40.796 40.751 40.698 40.647 40.608 40.582 40.572 40.589 40.631 40.695 40.78 40.881 40.996 41.121 41.256 41.402 41.563 41.732 41.899 42.064 42.225 42.383 42.538 42.69 42.837 42.977 43.111 43.242 43.373 43.504 43.637 43.772 43.913 44.06 44.21 44.363 44.519 44.677 44.84 45.013 45.198 45.393 45.595 45.803 46.015 46.219 46.407 46.579 46.736 46.88 47.014 47.142 47.271 47.399 47.53 47.661 47.794 47.923 48.043 48.154 48.259 48.358 48.453 48.55 48.653 48.759
40.8 40.844 40.877 40.899 40.909 40.908 40.896 40.873 40.838 40.792 40.737 40.684 40.643 40.615 40.604 40.62 40.66 40.72 40.801 40.897 41.008 41.13 41.26 41.401 41.556 41.721 41.888 42.052 42.212 42.369 42.522 42.673 42.819 42.96 43.094 43.224 43.355 43.487 43.62 43.756 43.898 44.045 44.197 44.352 44.509 44.67 44.836 45.01 45.198 45.395 45.599 45.809 46.023 46.229 46.419 46.593 46.752 46.898 47.034 47.165 47.295 47.426 47.558 47.691 47.825 47.955 48.077 48.19 48.297 48.399 48.498 48.598 48.703
40.8 40.855 40.9 40.933 40.955 40.965 40.963 40.95 40.926 40.89 40.843 40.786 40.731 40.688 40.659 40.647 40.662 40.698 40.753 40.828 40.919 41.025 41.142 41.268 41.403 41.552 41.713 41.879 42.042 42.201 42.357 42.508 42.657 42.802 42.942 43.076 43.206 43.337 43.469 43.602 43.738 43.879 44.027 44.179 44.335 44.495 44.657 44.824 44.999 45.189 45.388 45.593 45.805 46.02 46.228 46.419 46.595 46.755 46.903 47.04 47.173 47.304 47.435 47.568 47.702 47.836 47.967 48.09 48.205 48.314 48.418 48.518 48.621
40.8 40.866 40.922 40.966 40.999 41.021 41.03 41.028 41.013 40.988 40.951 40.903 40.845 40.789 40.744 40.713 40.7 40.713 40.746 40.795 40.864 40.95 41.051 41.163 41.283 41.412 41.554 41.709 41.873 42.035 42.193 42.347 42.497 42.644 42.788 42.927 43.06 43.19 43.321 43.453 43.586 43.723 43.864 44.012 44.165 44.322 44.483 44.647 44.814 44.991 45.182 45.382 45.59 45.804 46.021 46.231 46.424 46.602 46.765 46.914 47.054 47.188 47.322 47.455 47.589 47.723 47.859 47.991 48.116 48.233 48.344 48.45 48.553
40.8 40.87 40.956 41.035 41.105 41.164 41.209 41.239 41.254 41.254 41.242 41.221 41.191 41.153 41.116 41.089 41.074 41.073 41.083 41.1 41.126 41.166 41.22 41.29 41.373 41.467 41.569 41.681 41.806 41.945 42.094 42.246 42.393 42.535 42.673 42.81 42.945 43.078 43.208 43.339 43.472 43.605 43.741 43.882 44.029 44.182 44.34 44.503 44.671 44.845 45.029 45.225 45.43 45.643 45.861 46.083 46.3 46.502 46.688 46.858 47.015 47.162 47.302 47.441 47.579 47.717 47.855 47.993 48.128 48.257 48.38 48.498 48.612
40.8 40.847 40.929 41.021 41.104 41.177 41.239 41.288 41.322 41.341 41.346 41.338 41.32 41.293 41.257 41.221 41.194 41.178 41.173 41.178 41.189 41.209 41.243 41.29 41.351 41.426 41.512 41.605 41.707 41.824 41.954 42.097 42.247 42.392 42.531 42.666 42.8 42.933 43.064 43.194 43.326 43.459 43.593 43.729 43.87 44.016 44.169 44.327 44.49 44.658 44.833 45.018 45.215 45.423 45.637 45.857 46.082 46.301 46.506 46.696 46.872 47.034 47.186 47.332 47.476 47.618 47.759 47.899 48.04 48.177 48.308 48.434 48.555
40.8 40.825 40.885 40.974 41.07 41.157 41.234 41.301 41.354 41.394 41.417 41.427 41.424 41.411 41.388 41.356 41.322 41.295 41.277 41.269 41.269 41.276 41.29 41.318 41.359 41.412 41.479 41.558 41.643 41.738 41.846 41.969 42.106 42.251 42.395 42.532 42.664 42.795 42.926 43.056 43.186 43.319 43.452 43.587 43.724 43.864 44.01 44.163 44.32 44.484 44.652 44.828 45.014 45.214 45.424 45.64 45.863 46.09 46.312 46.521 46.715 46.896 47.064 47.223 47.376 47.525 47.672 47.817 47.961 48.105 48.245 48.38 48.509
40.8 40.802 40.839 40.909 41.004 41.106 41.198 41.281 41.352 41.411 41.455 41.484 41.499 41.501 41.492 41.474 41.446 41.415 41.389 41.369 41.357 41.353 41.356 41.366 41.388 41.423 41.471 41.533 41.605 41.683 41.771 41.873 41.99 42.122 42.264 42.406 42.541 42.671 42.8 42.93 43.059 43.19 43.323 43.458 43.593 43.731 43.871 44.017 44.169 44.327 44.49 44.66 44.836 45.023 45.224 45.435 45.653 45.877 46.106 46.33 46.54 46.736 46.918 47.089 47.25 47.405 47.556 47.705 47.852 47.998 48.143 48.285 48.421
40.8 40.778 40.793 40.841 40.92 41.022 41.13 41.229 41.316 41.393 41.458 41.508 41.541 41.56 41.565 41.56 41.545 41.522 41.494 41.469 41.449 41.435 41.429 41.427 41.434 41.452 41.484 41.528 41.586 41.653 41.727 41.81 41.908 42.022 42.15 42.289 42.429 42.563 42.692 42.821 42.951 43.08 43.212 43.346 43.482 43.618 43.756 43.896 44.042 44.194 44.352 44.516 44.686 44.862 45.05 45.253 45.466 45.685 45.911 46.141 46.366 46.578 46.776 46.96 47.132 47.295 47.452 47.606 47.757 47.905 48.053 48.199 48.342
40.8 40.755 40.744 40.769 40.827 40.912 41.022 41.138 41.243 41.337 41.421 41.492 41.548 41.586 41.609 41.618 41.616 41.605 41.584 41.559 41.536 41.517 41.503 41.496 41.493 41.497 41.514 41.544 41.586 41.642 41.707 41.778 41.86 41.956 42.068 42.194 42.332 42.47 42.602 42.732 42.861 42.992 43.123 43.255 43.391 43.527 43.663 43.801 43.941 44.087 44.239 44.397 44.561 44.731 44.909 45.097 45.3 45.514 45.733 45.959 46.189 46.415 46.626 46.824 47.007 47.179 47.342 47.499 47.652 47.802 47.95 48.097 48.242
40.8 40.74 40.71 40.716 40.754 40.822 40.914 41.028 41.147 41.258 41.359 41.449 41.527 41.588 41.631 41.657 41.67 41.67 41.661 41.642 41.619 41.597 41.579 41.566 41.559 41.557 41.561 41.577 41.606 41.647 41.7 41.764 41.835 41.915 42.011 42.122 42.247 42.383 42.519 42.651 42.78 42.911 43.043 43.176 43.31 43.446 43.582 43.719 43.856 43.996 44.142 44.295 44.453 44.617 44.788 44.966 45.155 45.358 45.571 45.791 46.016 46.247 46.472 46.683 46.88 47.062 47.233 47.395 47.551 47.703 47.853 48 48.145
40.8 40.729 40.681 40.663 40.679 40.725 40.797 40.894 41.011 41.133 41.246 41.35 41.445 41.529 41.596 41.644 41.675 41.692 41.696 41.689 41.672 41.65 41.63 41.613 41.601 41.595 41.592 41.597 41.613 41.642 41.683 41.737 41.802 41.873 41.955 42.051 42.163 42.289 42.424 42.56 42.691 42.822 42.955 43.088 43.222 43.358 43.495 43.631 43.767 43.904 44.044 44.19 44.342 44.501 44.665 44.836 45.014 45.204 45.406 45.618 45.837 46.063 46.292 46.517 46.727 46.923 47.104 47.274 47.434 47.589 47.74 47.887 48.033
40.8 40.717 40.657 40.623 40.616 40.64 40.692 40.77 40.87 40.99 41.114 41.229 41.334 41.432 41.521 41.596 41.652 41.689 41.71 41.718 41.715 41.701 41.682 41.663 41.648 41.637 41.632 41.63 41.635 41.652 41.68 41.722 41.777 41.843 41.916 41.999 42.096 42.209 42.335 42.469 42.604 42.736 42.869 43.003 43.139 43.274 43.411 43.549 43.685 43.821 43.958 44.097 44.243 44.395 44.554 44.718 44.889 45.067 45.257 45.46 45.67 45.888 46.112 46.341 46.565 46.775 46.969 47.149 47.317 47.476 47.629 47.778 47.925
40.8 40.706 40.633 40.588 40.566 40.568 40.599 40.657 40.739 40.842 40.965 41.092 41.207 41.314 41.414 41.506 41.586 41.65 41.695 41.723 41.736 41.737 41.727 41.711 41.695 41.682 41.673 41.668 41.667 41.672 41.689 41.719 41.762 41.819 41.887 41.961 42.046 42.145 42.259 42.385 42.519 42.654 42.787 42.922 43.058 43.196 43.334 43.472 43.61 43.746 43.882 44.018 44.158 44.304 44.456 44.615 44.779 44.95 45.129 45.319 45.52 45.728 45.943 46.164 46.39 46.611 46.816 47.006 47.181 47.346 47.502 47.653 47.799
40.8 40.694 40.609 40.552 40.52 40.509 40.52 40.558 40.621 40.707 40.814 40.94 41.068 41.185 41.294 41.395 41.489 41.572 41.641 41.694 41.73 41.75 41.757 41.752 41.74 41.727 41.716 41.709 41.706 41.705 41.711 41.73 41.762 41.808 41.867 41.936 42.013 42.1 42.201 42.316 42.443 42.577 42.712 42.847 42.984 43.123 43.263 43.404 43.544 43.682 43.819 43.953 44.09 44.23 44.375 44.527 44.686 44.85 45.022 45.201 45.391 45.59 45.796 46.009 46.229 46.452 46.67 46.872 47.057 47.229 47.39 47.543 47.691
40.8 40.682 40.584 40.516 40.474 40.455 40.454 40.474 40.519 40.587 40.678 40.788 40.915 41.044 41.162 41.273 41.376 41.472 41.558 41.629 41.685 41.727 41.755 41.77 41.771 41.764 41.756 41.748 41.743 41.741 41.743 41.751 41.774 41.809 41.859 41.921 41.994 42.074 42.165 42.268 42.385 42.512 42.646 42.783 42.921 43.061 43.202 43.346 43.489 43.631 43.77 43.906 44.04 44.177 44.317 44.463 44.615 44.773 44.938 45.11 45.29 45.479 45.676 45.88 46.091 46.307 46.527 46.742 46.939 47.12 47.287 47.443 47.591
40.8 40.677 40.55 40.429 40.315 40.212 40.12 40.041 39.981 39.948 39.947 39.981 40.051 40.155 40.271 40.379 40.477 40.568 40.649 40.722 40.783 40.833 40.871 40.899 40.915 40.92 40.919 40.924 40.94 40.967 41.006 41.054 41.116 41.196 41.293 41.407 41.541 41.691 41.852 42.015 42.178 42.34 42.502 42.666 42.83 42.991 43.147 43.296 43.437 43.57 43.695 43.817 43.937 44.059 44.185 44.318 44.457 44.602 44.752 44.909 45.073 45.245 45.424 45.609 45.797 45.988 46.18 46.37 46.549 46.707 46.846 46.966 47.07
40.8 40.683 40.554 40.42 40.293 40.176 40.069 39.977 39.897 39.838 39.807 39.806 39.839 39.905 40.006 40.119 40.223 40.319 40.406 40.485 40.553 40.611 40.657 40.693 40.717 40.73 40.732 40.731 40.74 40.764 40.802 40.855 40.921 41.004 41.104 41.222 41.359 41.514 41.682 41.857 42.032 42.205 42.376 42.547 42.717 42.882 43.041 43.192 43.336 43.473 43.6 43.719 43.834 43.948 44.064 44.184 44.31 44.442 44.579 44.721 44.867 45.02 45.18 45.348 45.526 45.71 45.9 46.092 46.286 46.469 46.633 46.778 46.905
40.8 40.689 40.568 40.432 40.291 40.158 40.036 39.928 39.836 39.763 39.712 39.688 39.692 39.728 39.798 39.904 40.02 40.126 40.223 40.312 40.391 40.462 40.521 40.568 40.605 40.63 40.644 40.648 40.65 40.664 40.693 40.738 40.798 40.874 40.968 41.08 41.211 41.36 41.524 41.703 41.886 42.068 42.246 42.421 42.594 42.763 42.925 43.079 43.226 43.365 43.496 43.617 43.73 43.838 43.945 44.055 44.168 44.288 44.412 44.541 44.674 44.811 44.953 45.103 45.263 45.433 45.611 45.794 45.982 46.171 46.351 46.511 46.654
40.8 40.695 40.581 40.454 40.312 40.164 40.025 39.9 39.794 39.71 39.646 39.602 39.585 39.594 39.633 39.706 39.816 39.937 40.047 40.148 40.24 40.323 40.396 40.457 40.508 40.547 40.575 40.592 40.599 40.604 40.623 40.656 40.706 40.772 40.854 40.954 41.074 41.212 41.367 41.538 41.722 41.911 42.096 42.276 42.452 42.624 42.79 42.948 43.099 43.241 43.376 43.502 43.619 43.726 43.828 43.929 44.032 44.139 44.249 44.36 44.465 44.556 44.641 44.734 44.837 44.952 45.083 45.227 45.382 45.543 45.709 45.866 46.005
40.8 40.7 40.593 40.475 40.345 40.198 40.044 39.899 39.777 39.679 39.603 39.546 39.51 39.498 39.512 39.553 39.628 39.742 39.869 39.985 40.09 40.186 40.272 40.348 40.413 40.467 40.509 40.54 40.56 40.57 40.579 40.601 40.637 40.691 40.76 40.845 40.95 41.074 41.215 41.373 41.547 41.733 41.924 42.11 42.292 42.468 42.639 42.803 42.96 43.108 43.249 43.382 43.506 43.62 43.724 43.823 43.922 44.022 44.126 44.231 44.332 44.416 44.484 44.565 44.655 44.755 44.866 44.993 45.134 45.288 45.449 45.615 45.773
40.8 40.706 40.606 40.496 40.375 40.242 40.092 39.936 39.794 39.677 39.586 39.516 39.466 39.435 39.429 39.447 39.491 39.569 39.687 39.819 39.94 40.05 40.15 40.24 40.319 40.387 40.443 40.487 40.521 40.544 40.557 40.568 40.593 40.632 40.687 40.757 40.843 40.948 41.072 41.213 41.371 41.544 41.73 41.921 42.107 42.289 42.466 42.639 42.804 42.962 43.112 43.254 43.388 43.514 43.63 43.736 43.838 43.938 44.041 44.146 44.254 44.359 44.45 44.518 44.599 44.69 44.789 44.901 45.029 45.171 45.324 45.484 45.65
40.8 40.709 40.605 40.489 40.362 40.224 40.073 39.911 39.76 39.636 39.534 39.452 39.39 39.348 39.326 39.327 39.353 39.404 39.49 39.616 39.757 39.888 40.007 40.115 40.212 40.297 40.369 40.429 40.477 40.514 40.541 40.557 40.573 40.6 40.642 40.698 40.768 40.853 40.955 41.076 41.214 41.369 41.539 41.722 41.91 42.095 42.276 42.454 42.628 42.797 42.958 43.112 43.258 43.397 43.527 43.648 43.76 43.867 43.973 44.081 44.193 44.309 44.431 44.556 44.684 44.817 44.957 45.103 45.26 45.427 45.603 45.784 45.97
40.8 40.719 40.623 40.513 40.393 40.263 40.121 39.966 39.807 39.667 39.553 39.459 39.384 39.327 39.289 39.271 39.276 39.306 39.363 39.457 39.589 39.736 39.873 39.998 40.11 40.211 40.298 40.372 40.433 40.483 40.521 40.549 40.567 40.584 40.612 40.654 40.71 40.778 40.86 40.958 41.074 41.207 41.357 41.523 41.702 41.886 42.069 42.248 42.425 42.6 42.771 42.935 43.092 43.242 43.384 43.518 43.643 43.759 43.871 43.981 44.094 44.211 44.333 44.46 44.59 44.725 44.864 45.009 45.161 45.323 45.494 45.672 45.856
40.8 40.729 40.644 40.543 40.43 40.307 40.174 40.03 39.878 39.727 39.595 39.489 39.402 39.332 39.28 39.245 39.23 39.237 39.271 39.334 39.435 39.572 39.724 39.866 39.996 40.112 40.215 40.305 40.38 40.442 40.493 40.532 40.561 40.58 40.597 40.626 40.667 40.722 40.788 40.867 40.96 41.071 41.199 41.345 41.506 41.68 41.861 42.041 42.219 42.394 42.568 42.741 42.907 43.066 43.219 43.363 43.501 43.629 43.749 43.865 43.979 44.096 44.217 44.342 44.473 44.608 44.747 44.891 45.04 45.197 45.363 45.537 45.718
40.8 40.739 40.665 40.576 40.472 40.356 40.231 40.097 39.952 39.804 39.659 39.534 39.434 39.352 39.287 39.239 39.207 39.194 39.204 39.241 39.309 39.416 39.557 39.713 39.86 39.994 40.113 40.218 40.31 40.386 40.449 40.5 40.54 40.57 40.589 40.608 40.636 40.677 40.731 40.796 40.871 40.961 41.069 41.192 41.333 41.49 41.661 41.839 42.017 42.192 42.366 42.54 42.712 42.88 43.041 43.194 43.341 43.48 43.61 43.733 43.851 43.968 44.088 44.211 44.339 44.472 44.61 44.751 44.898 45.051 45.21 45.379 45.555
40.8 40.749 40.686 40.609 40.517 40.411 40.292 40.166 40.031 39.889 39.747 39.607 39.487 39.391 39.313 39.252 39.207 39.178 39.167 39.18 39.22 39.293 39.403 39.549 39.708 39.858 39.994 40.116 40.223 40.315 40.392 40.456 40.507 40.548 40.578 40.599 40.617 40.646 40.687 40.739 40.802 40.876 40.962 41.066 41.186 41.323 41.476 41.644 41.82 41.995 42.169 42.342 42.514 42.686 42.855 43.016 43.171 43.319 43.459 43.591 43.715 43.836 43.955 44.076 44.201 44.331 44.466 44.605 44.75 44.899 45.054 45.215 45.386
40.8 40.759 40.706 40.641 40.562 40.469 40.361 40.241 40.113 39.978 39.838 39.7 39.565 39.448 39.356 39.281 39.223 39.18 39.154 39.144 39.16 39.203 39.28 39.394 39.542 39.704 39.856 39.995 40.118 40.226 40.319 40.397 40.461 40.513 40.554 40.584 40.605 40.624 40.652 40.693 40.744 40.806 40.878 40.963 41.064 41.181 41.314 41.465 41.63 41.803 41.978 42.15 42.321 42.492 42.664 42.833 42.995 43.15 43.299 43.44 43.573 43.698 43.82 43.941 44.063 44.189 44.32 44.457 44.598 44.744 44.894 45.051 45.214
40.8 40.761 40.73 40.688 40.633 40.561 40.473 40.368 40.254 40.138 40.02 39.901 39.785 39.671 39.572 39.499 39.45 39.429 39.434 39.466 39.528 39.618 39.733 39.873 40.034 40.211 40.384 40.54 40.681 40.81 40.925 41.029 41.119 41.194 41.257 41.307 41.345 41.37 41.384 41.393 41.399 41.405 41.412 41.419 41.434 41.467 41.518 41.585 41.669 41.764 41.869 41.984 42.111 42.248 42.391 42.537 42.684 42.831 42.978 43.126 43.272 43.414 43.549 43.683 43.814 43.945 44.079 44.218 44.365 44.517 44.675 44.839 45.009
40.8 40.744 40.711 40.686 40.649 40.597 40.529 40.444 40.343 40.232 40.119 40.005 39.891 39.78 39.674 39.584 39.519 39.481 39.471 39.488 39.532 39.603 39.703 39.827 39.973 40.134 40.305 40.473 40.625 40.763 40.889 41.003 41.106 41.195 41.27 41.333 41.383 41.421 41.446 41.458 41.463 41.466 41.469 41.474 41.479 41.492 41.522 41.569 41.632 41.711 41.801 41.9 42.009 42.13 42.263 42.404 42.547 42.692 42.837 42.983 43.13 43.277 43.419 43.556 43.69 43.822 43.954 44.089 44.229 44.375 44.527 44.685 44.849
40.8 40.728 40.676 40.649 40.629 40.596 40.548 40.483 40.402 40.304 40.196 40.086 39.975 39.866 39.761 39.662 39.579 39.524 39.497 39.498 39.524 39.575 39.653 39.757 39.886 40.033 40.191 40.358 40.521 40.669 40.805 40.93 41.043 41.146 41.235 41.309 41.371 41.42 41.456 41.477 41.488 41.492 41.496 41.499 41.504 41.511 41.526 41.558 41.607 41.672 41.752 41.844 41.945 42.055 42.177 42.31 42.451 42.594 42.74 42.887 43.034 43.183 43.332 43.476 43.614 43.748 43.88 44.012 44.147 44.287 44.433 44.585 44.743
40.8 40.711 40.641 40.594 40.572 40.558 40.529 40.485 40.424 40.346 40.251 40.146 40.04 39.933 39.829 39.73 39.638 39.565 39.521 39.505 39.515 39.55 39.609 39.692 39.8 39.931 40.077 40.23 40.393 40.552 40.698 40.832 40.956 41.07 41.173 41.262 41.337 41.397 41.443 41.475 41.493 41.499 41.502 41.504 41.509 41.517 41.528 41.55 41.588 41.644 41.716 41.803 41.903 42.011 42.129 42.257 42.393 42.534 42.68 42.83 42.981 43.134 43.287 43.439 43.585 43.724 43.858 43.988 44.119 44.254 44.394 44.54 44.692
40.8 40.694 40.604 40.537 40.495 40.479 40.47 40.446 40.406 40.35 40.276 40.185 40.084 39.981 39.88 39.782 39.691 39.609 39.548 39.516 39.511 39.531 39.577 39.643 39.73 39.841 39.973 40.117 40.266 40.424 40.579 40.722 40.854 40.978 41.093 41.198 41.289 41.362 41.42 41.463 41.49 41.502 41.503 41.503 41.506 41.512 41.525 41.545 41.578 41.628 41.695 41.78 41.88 41.994 42.116 42.246 42.382 42.523 42.668 42.82 42.976 43.134 43.293 43.453 43.608 43.757 43.895 44.028 44.157 44.288 44.422 44.561 44.707
40.8 40.677 40.568 40.479 40.416 40.378 40.368 40.365 40.346 40.311 40.26 40.192 40.106 40.01 39.914 39.819 39.73 39.648 39.577 39.529 39.509 39.517 39.549 39.602 39.672 39.763 39.878 40.012 40.153 40.299 40.452 40.603 40.743 40.875 41 41.117 41.224 41.316 41.389 41.444 41.482 41.504 41.509 41.505 41.503 41.506 41.518 41.539 41.572 41.621 41.689 41.775 41.88 42.001 42.135 42.277 42.42 42.563 42.709 42.862 43.021 43.184 43.348 43.513 43.675 43.83 43.976 44.11 44.237 44.363 44.49 44.622 44.759
40.8 40.669 40.54 40.432 40.346 40.285 40.248 40.238 40.236 40.219 40.186 40.137 40.071 39.989 39.896 39.805 39.715 39.631 39.555 39.491 39.45 39.439 39.454 39.489 39.543 39.613 39.704 39.819 39.953 40.099 40.25 40.407 40.56 40.702 40.838 40.966 41.089 41.202 41.298 41.373 41.428 41.463 41.481 41.482 41.474 41.471 41.479 41.499 41.534 41.587 41.661 41.757 41.873 42.005 42.148 42.299 42.453 42.605 42.756 42.909 43.066 43.225 43.385 43.542 43.695 43.841 43.976 44.098 44.208 44.314 44.42 44.53 44.648
40.8 40.671 40.532 40.401 40.292 40.207 40.147 40.113 40.108 40.11 40.098 40.07 40.026 39.965 39.888 39.802 39.716 39.633 39.556 39.489 39.434 39.403 39.398 39.416 39.453 39.507 39.577 39.666 39.779 39.911 40.058 40.215 40.379 40.541 40.694 40.841 40.984 41.121 41.251 41.362 41.449 41.512 41.555 41.578 41.582 41.58 41.588 41.613 41.656 41.723 41.81 41.915 42.033 42.161 42.299 42.444 42.596 42.749 42.901 43.053 43.202 43.35 43.494 43.632 43.762 43.883 43.99 44.081 44.155 44.215 44.273 44.335 44.404
